,emoji,count(emoji),avg(Anger),avg(Anticipation),avg(Disgust),avg(Fear),avg(Joy),avg(Sadness),avg(Surprise),avg(Trust)
789,"['➡', '✨']",43,0.09302325581395349,0.11627906976744186,0.023255813953488372,0.046511627906976744,0.13953488372093023,0.06976744186046512,0.023255813953488372,0.23255813953488372
790,['👇'],3184,0.8570979899497487,0.6758793969849246,0.5675251256281407,1.1174623115577889,0.480213567839196,0.6878140703517588,0.25722361809045224,0.7839195979899497
791,"['👉', '❗']",9,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.6666666666666666,0.1111111111111111,0.8888888888888888
792,"['🙏', '🎉']",8,1.0,1.375,0.25,1.25,1.375,0.625,0.875,1.25
793,"['😩', '❤']",7,1.0,0.7142857142857143,0.5714285714285714,1.2857142857142858,0.8571428571428571,0.7142857142857143,0.42857142857142855,1.0
794,"['🙏', '🙄']",8,1.75,1.75,1.5,2.0,1.5,1.5,0.625,1.875
795,"['😂', '😎', '🤣']",3,0.6666666666666666,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666
796,['❤'],5046,0.5011890606420928,0.7358303606817281,0.3987316686484344,0.6355529131985731,0.7948870392390012,0.6270313119302418,0.4700753071739992,0.902893380895759
797,['🥰'],1424,0.5898876404494382,0.3181179775280899,0.5112359550561798,0.6959269662921348,0.351123595505618,0.6235955056179775,0.261938202247191,0.41081460674157305
798,"['🔥', '📌']",2,1.0,1.0,1.0,1.5,1.5,2.0,0.0,1.0
799,"['🎉', '🔥', '💥']",1,0.0,3.0,0.0,1.0,3.0,3.0,3.0,2.0
800,"['🙏', '🔴']",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
801,"['😎', '😭', '🤣']",1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
