,emoji,count(emoji),avg(Anger),avg(Anticipation),avg(Disgust),avg(Fear),avg(Joy),avg(Sadness),avg(Surprise),avg(Trust)
545,['😎'],1105,0.03619909502262444,0.1411764705882353,0.02262443438914027,0.0579185520361991,0.19366515837104073,0.0660633484162896,0.07873303167420814,0.23800904977375564
546,['🤡'],210,0.14285714285714285,0.2714285714285714,0.09523809523809523,0.1523809523809524,0.2714285714285714,0.13333333333333333,0.12857142857142856,0.2857142857142857
547,"['💔', '➡']",4,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.25
548,"['🎉', '✨']",13,0.07692307692307693,0.9230769230769231,0.0,0.3076923076923077,1.6153846153846154,0.3076923076923077,0.7692307692307693,0.9230769230769231
549,"['🎉', '🥰']",3,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,2.0
550,"['🤔', '📌']",9,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.0,0.1111111111111111,0.6666666666666666,0.0,0.3333333333333333
551,"['⚽', '🚨']",13,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.23076923076923078
552,"['🇧🇷', '🚨', '📌']",4,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
553,"['👀', '📍']",1,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
554,"['➡', '👉', '❗']",2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5
555,"['❤', '😎', '❗']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,"['🔥', '👀']",24,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.125,0.08333333333333333,0.041666666666666664,0.08333333333333333
557,"['🙏', '💥']",4,0.25,1.0,0.25,0.25,0.5,0.5,0.25,0.75
558,"['➡', '✅', '📍']",5,0.2,1.4,0.2,0.6,0.8,0.2,0.6,1.2
559,"['❤', '🙏', '💥']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,"['🇧🇷', '⚽', '🚨']",2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
561,"['🙄', '🎉']",1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
562,"['❤', '📍']",9,0.1111111111111111,0.5555555555555556,0.0,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.5555555555555556
563,"['💔', '🙏', '😭']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
564,['🤣'],575,0.09913043478260869,0.20869565217391303,0.10956521739130434,0.16,0.27652173913043476,0.18782608695652173,0.09565217391304348,0.34608695652173915
565,"['❤', '👇']",35,0.02857142857142857,0.05714285714285714,0.0,0.02857142857142857,0.34285714285714286,0.02857142857142857,0.0,0.37142857142857144
566,"['‼', '🔴']",32,0.03125,0.75,0.15625,0.71875,0.09375,0.28125,0.125,0.28125
567,"['‼', '👇', '👉']",4,0.0,1.0,0.0,0.5,0.5,0.0,0.25,1.25
568,"['❤', '🎉', '🙏']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,"['➡', '⚽', '💥']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,"['✅', '⚽', '🤔']",1,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0
571,"['🤔', '🤡']",4,0.0,0.25,0.0,0.25,0.25,0.25,0.0,0.5
572,"['🙏', '✨', '🥰']",11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,"['😂', '🥺']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,"['😎', '🤔']",5,0.0,0.2,0.0,0.4,0.2,0.0,0.0,0.2
575,"['😂', '✨', '👀']",1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
576,"['📍', '➡', '🚨', '⚠']",1,0.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0
577,"['🚨', '❗']",17,0.11764705882352941,0.29411764705882354,0.0,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.17647058823529413,0.29411764705882354
578,"['⭐', '❗']",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,"['🙄', '➡']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,"['👇', '⚽', '✅']",11,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091
581,"['💔', '🤔']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,"['👉', '👀', '📌']",1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
583,"['➡', '🤔', '✨']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,"['👇', '⚽', '❗']",1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
585,"['👇', '⚽', '👉']",1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
586,"['😂', '😩']",1,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0
587,"['❤', '🥰', '😎']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,"['➡', '📍']",36,0.08333333333333333,0.3333333333333333,0.25,0.16666666666666666,0.1388888888888889,0.1111111111111111,0.1111111111111111,0.4722222222222222
589,"['✨', '🥰']",21,0.0,0.9523809523809523,0.0,0.09523809523809523,0.5714285714285714,0.14285714285714285,0.19047619047619047,1.0952380952380953
590,"['👇', '‼', '🚨']",1,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0
591,"['🚨', '✅', '⚠']",2,0.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0
592,"['🙏', '💔', '👀']",1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
593,"['‼', '✨', '🥺']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,"['✨', '❗']",3,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0
595,"['❤', '‼', '🎉']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,"['😂', '🙏', '🔥']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,"['❤', '⚠']",2,0.5,0.5,0.0,0.5,0.0,0.0,0.0,1.0
598,"['💥', '⚠']",25,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.16
599,"['❤', '🤔']",4,0.0,0.75,0.0,0.0,0.75,0.25,0.0,1.25
600,"['😂', '🥰']",14,0.0,0.42857142857142855,0.0,0.0,0.6428571428571429,0.0,0.35714285714285715,0.5714285714285714
601,"['🔴', '⚡']",2,0.5,1.0,1.5,0.5,0.5,1.0,0.5,0.5
602,"['🇫🇷', '✨']",2,0.5,0.5,0.0,0.0,1.0,0.0,1.0,0.0
603,"['🔥', '⚽', '🔴']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,"['😩', '🥺']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,"['➡', '👇', '👉']",2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
606,"['‼', '📍']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
607,"['🇧🇷', '🚨']",5,0.4,0.2,0.4,0.4,0.0,0.4,0.0,0.4
608,"['⚡', '📌']",12,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0
609,"['👇', '⚡']",10,0.4,0.7,0.1,0.5,0.3,0.5,0.1,1.2
610,"['🇧🇷', '🔥']",214,0.018691588785046728,0.03271028037383177,0.009345794392523364,0.028037383177570093,0.02336448598130841,0.018691588785046728,0.018691588785046728,0.02336448598130841
611,"['🤣', '⚠']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,"['🙏', '🔥', '👇']",6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,"['🙏', '👇', '👉', '👀']",1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
614,"['‼', '😭', '👉']",8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,"['‼', '👉', '🔴']",4,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0
616,"['💥', '⚡']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,"['🎉', '✅']",3,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333
618,"['🤡', '🤣']",3,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
619,"['👇', '❗']",16,0.0625,0.4375,0.125,0.375,0.125,0.3125,0.0,0.6875
620,"['⚽', '⚠']",20,0.05,0.2,0.05,0.35,0.05,0.1,0.0,0.2
621,"['🚨', '📍']",31,0.7741935483870968,0.3225806451612903,0.6129032258064516,0.9354838709677419,0.16129032258064516,0.45161290322580644,0.25806451612903225,1.064516129032258
622,"['➡', '👇', '⚡']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
623,"['😎', '🤔', '✨']",1,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0
624,"['➡', '⚽']",51,0.0392156862745098,0.35294117647058826,0.09803921568627451,0.4117647058823529,0.3333333333333333,0.0784313725490196,0.1568627450980392,0.29411764705882354
625,"['👇', '🤣']",7,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.0,0.2857142857142857
626,"['⭐', '❤', '🔥']",3,1.0,0.0,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666
627,['‼'],1513,0.24454725710508923,0.47257105089226703,0.1579643093192333,0.33906146728354264,0.34302709847984136,0.25181758096497026,0.17911434236615995,0.4897554527428949
628,"['🤔', '👉', '💥']",1,4.0,0.0,2.0,3.0,0.0,1.0,0.0,3.0
629,"['⭐', '⚠']",4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
630,"['😭', '🥰']",1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
631,"['🥺', '🥰']",1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
632,"['🔴', '✅', '⚠']",2,0.5,0.0,0.5,0.0,0.0,1.0,0.0,1.0
633,"['⚽', '✅', '📍']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,"['👀', '⚠']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,"['🇫🇷', '🤣']",1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
636,"['⭐', '🥰']",1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
637,"['🔥', '⚠']",132,0.022727272727272728,0.022727272727272728,0.03787878787878788,0.4772727272727273,0.007575757575757576,0.45454545454545453,0.015151515151515152,0.11363636363636363
638,"['😭', '➡', '✅']",1,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0
639,"['👉', '⚽', '🔴', '📌']",1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
640,"['⭐', '➡', '✅']",2,0.0,2.0,1.0,0.0,2.0,0.0,2.0,3.0
641,"['⭐', '‼', '🔴']",129,0.9302325581395349,0.08527131782945736,0.0,0.9302325581395349,0.08527131782945736,0.0,0.007751937984496124,0.2248062015503876
642,"['🇧🇷', '🚨', '🔴']",1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
643,"['➡', '❗']",12,0.0,0.5,0.0,0.0,0.5,0.0,0.25,0.6666666666666666
644,"['❤', '👀']",10,0.1,0.9,0.1,0.0,0.6,0.0,0.0,0.8
645,"['🙏', '🤣']",4,0.0,1.0,0.5,0.25,1.0,0.5,0.75,1.5
646,"['🎉', '⚽']",16,0.1875,1.1875,0.125,0.125,1.1875,0.25,0.1875,0.375
647,"['📍', '👀']",2,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5
648,"['🙏', '➡', '👉']",2,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0
649,"['🙏', '🥰', '🤣']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,"['🤔', '👀']",4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,"['❤', '🔥', '👇', '📍']",1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
652,"['⚽', '🔴', '📌']",26,0.0,1.1538461538461537,0.0,0.34615384615384615,1.1538461538461537,0.0,0.0,2.769230769230769
653,"['⭐', '❤', '👉']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654,"['‼', '👉', '⚡', '💥']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,"['⭐', '❌', '⚽']",1,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0
656,"['⚽', '🔴']",651,0.141321044546851,0.5407066052227343,0.12442396313364056,0.32565284178187404,0.3425499231950845,0.22580645161290322,0.2764976958525346,0.46543778801843316
657,"['😂', '🎉']",2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
658,"['⚽', '🔴', '❗']",1,2.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0
659,"['😂', '🙏']",5,0.0,0.6,0.0,0.0,0.6,0.0,0.2,0.4
660,"['‼', '🚨', '💥']",1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
661,"['❤', '🙏', '💔']",1,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0
662,"['😂', '😭']",9,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.5555555555555556
663,"['🤔', '🔴']",9,0.1111111111111111,1.0,0.0,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.0,1.2222222222222223
664,"['😂', '📍']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,"['‼', '➡', '⚡']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,"['‼', '📍', '👀']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667,"['🤔', '✨', '📌']",1,0.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0
668,"['📍', '⚡']",2,0.0,1.5,0.0,0.0,1.0,0.0,1.0,1.0
669,"['‼', '👇']",49,0.20408163265306123,0.32653061224489793,0.12244897959183673,0.30612244897959184,0.20408163265306123,0.30612244897959184,0.10204081632653061,0.2857142857142857
670,"['‼', '🙏', '💥']",23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,"['⚽', '✨']",2,0.5,1.5,0.5,0.5,1.0,0.5,1.0,0.5
672,"['🇧🇷', '‼', '✨']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,"['❤', '🙄']",4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,"['🚨', '⚡']",16,0.25,0.25,0.1875,0.25,0.1875,0.1875,0.3125,0.1875
675,"['👇', '👉', '⚠']",11,0.6363636363636364,0.7272727272727273,0.18181818181818182,0.2727272727272727,0.6363636363636364,0.45454545454545453,0.2727272727272727,1.3636363636363635
676,"['👇', '✅', '📌']",3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
677,"['🇫🇷', '👉']",7,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285
678,"['👇', '✨']",21,0.047619047619047616,0.3333333333333333,0.09523809523809523,0.047619047619047616,0.47619047619047616,0.0,0.14285714285714285,0.7142857142857143
679,"['‼', '🙏', '👇']",27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,"['🎉', '❗']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
681,"['❌', '🚨']",3,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0
682,"['🔥', '✨']",24,0.20833333333333334,0.16666666666666666,0.041666666666666664,0.2916666666666667,0.041666666666666664,0.20833333333333334,0.041666666666666664,0.08333333333333333
683,"['🇧🇷', '🔴', '📌']",1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
684,"['🙏', '👉', '⚠']",2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
685,"['👉', '✅', '📌']",2,1.0,2.0,0.0,1.0,1.0,0.5,0.5,2.0
686,"['🚨', '✅']",6,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
687,"['‼', '👉', '💥']",8,0.0,0.375,0.0,0.0,0.75,0.0,0.375,0.75
688,"['➡', '👉', '📍']",1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
689,"['😂', '❤', '👀']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690,"['👉', '✨']",37,0.13513513513513514,0.40540540540540543,0.02702702702702703,0.21621621621621623,0.43243243243243246,0.2702702702702703,0.2972972972972973,0.7027027027027027
691,"['❤', '✅', '🥺']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,"['❤', '👇', '💥']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,"['👉', '⚡']",114,0.0,0.043859649122807015,0.008771929824561403,0.0,0.03508771929824561,0.017543859649122806,0.03508771929824561,0.07017543859649122
694,"['👇', '🔴', '✅']",2,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5
695,"['❤', '🙏', '⚡']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696,"['❤', '❗']",5,0.0,0.8,0.0,0.0,1.0,0.6,0.0,1.4
697,"['❌', '🔥']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698,"['⚽', '👀']",35,0.0,0.05714285714285714,0.0,0.0,0.05714285714285714,0.0,0.02857142857142857,0.02857142857142857
699,"['🔴', '📌']",15,0.26666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.2,0.06666666666666667,1.1333333333333333
700,"['‼', '✨']",71,0.0,0.16901408450704225,0.0,0.0,0.4225352112676056,0.323943661971831,0.15492957746478872,0.28169014084507044
701,"['❤', '🎉', '⚽', '✅']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702,"['🙏', '👀']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703,"['🔴', '✅']",16,0.125,1.0625,0.3125,0.1875,0.5625,0.1875,0.3125,1.125
704,"['😂', '🙏', '🥰']",1,0.0,2.0,0.0,1.0,6.0,0.0,3.0,4.0
705,"['🇧🇷', '🙄']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706,"['‼', '😎']",2,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5
707,['⚡'],1389,0.04967602591792657,0.14110871130309574,0.0734341252699784,0.07703383729301656,0.09215262778977681,0.05687544996400288,0.04535637149028078,0.26997840172786175
708,"['❌', '⚽', '✅', '📌']",2,1.0,2.5,0.5,2.0,2.0,2.5,0.5,1.5
709,"['❤', '🙏', '❌']",12,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0
710,"['✅', '🥰']",3,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,0.0,1.6666666666666667
711,"['➡', '🔴', '❗']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
712,"['❤', '➡', '✅']",1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
713,"['🔥', '⚽', '🔴', '⚠']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714,"['👉', '🔥', '✨']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
715,"['🚨', '⚠']",260,0.25,0.7615384615384615,0.16538461538461538,0.4115384615384615,0.5961538461538461,0.3384615384615385,0.6384615384615384,0.7846153846153846
716,"['💔', '💥']",1,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0
717,"['🙏', '🎉', '🥰']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
718,"['➡', '⚽', '✅']",14,0.0,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.07142857142857142
719,"['✨', '👀']",21,0.0,1.9047619047619047,0.0,0.9047619047619048,0.9047619047619048,0.8095238095238095,0.8095238095238095,0.19047619047619047
720,"['❌', '🚨', '👉']",1,0.0,2.0,1.0,0.0,2.0,0.0,1.0,3.0
721,"['⚽', '👉', '❗']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
722,"['💔', '⚡']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
723,"['😂', '🤔']",8,0.0,0.125,0.0,0.0,0.25,0.0,0.125,0.125
724,"['💥', '⚡', '🔥', '🔴', '❗']",2,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
725,"['👀', '⚡']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726,['✨'],1207,0.07787903893951947,0.28583264291632143,0.06048053024026512,0.11019055509527755,0.30488815244407624,0.13256006628003314,0.17149958574979288,0.40182270091135047
727,"['🙏', '➡', '✅']",3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
728,"['😂', '👀']",11,0.2727272727272727,0.2727272727272727,0.36363636363636365,0.09090909090909091,0.5454545454545454,0.2727272727272727,0.09090909090909091,0.6363636363636364
729,"['❤', '✨']",54,0.037037037037037035,0.16666666666666666,0.05555555555555555,0.037037037037037035,0.25925925925925924,0.018518518518518517,0.05555555555555555,0.2962962962962963
730,"['👇', '⚠', '👀']",1,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0
731,"['🚨', '🥺']",17,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
732,"['❤', '✨', '🥰']",4,0.0,0.5,0.0,0.0,0.5,0.0,0.25,0.5
733,"['😂', '😎']",7,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857
734,"['🤔', '📌', '👇', '🔴', '❗']",1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
735,"['‼', '🎉', '🔴']",1,1.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0
736,['😩'],111,0.36036036036036034,0.38738738738738737,0.02702702702702703,0.38738738738738737,0.45045045045045046,0.38738738738738737,0.36936936936936937,0.45045045045045046
737,"['➡', '🔴', '⚠']",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
738,"['❤', '🥺']",33,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.09090909090909091,0.030303030303030304,0.0,0.15151515151515152
739,"['🚨', '👉']",119,0.31092436974789917,0.31932773109243695,0.25210084033613445,0.42016806722689076,0.17647058823529413,0.2689075630252101,0.20168067226890757,0.6386554621848739
740,"['😎', '🔥', '💥']",1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
741,"['👇', '💥']",7,0.2857142857142857,0.5714285714285714,0.0,0.7142857142857143,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.7142857142857143
742,"['‼', '🔥', '👀']",3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
743,"['❤', '💥']",6,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0
744,"['👉', '⚠']",47,0.2765957446808511,1.0212765957446808,0.48936170212765956,0.7659574468085106,0.6595744680851063,0.48936170212765956,0.2127659574468085,1.297872340425532
745,"['‼', '📌']",18,0.2222222222222222,0.7222222222222222,0.16666666666666666,0.3333333333333333,0.3888888888888889,0.1111111111111111,0.2222222222222222,1.0
746,"['⭐', '❤', '⚽']",1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
747,"['❌', '👉', '❗']",1,1.0,2.0,1.0,2.0,0.0,3.0,1.0,0.0
748,"['🇧🇷', '❌', '⚽']",5,0.0,1.0,0.0,0.2,0.4,0.8,0.4,0.4
749,"['❤', '👉', '❗']",9,0.5555555555555556,0.3333333333333333,0.0,0.0,0.7777777777777778,0.2222222222222222,0.5555555555555556,1.1111111111111112
750,"['👉', '✅', '📍']",1,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
751,"['➡', '🔴', '🤣']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,"['➡', '🥺']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,"['⭐', '👇']",8,0.0,0.125,0.125,0.125,0.0,0.125,0.0,0.125
754,"['❗', '➡', '⚠']",36,0.9166666666666666,1.1111111111111112,0.9166666666666666,2.138888888888889,0.027777777777777776,2.5,0.9166666666666666,0.3888888888888889
755,"['🇫🇷', '✅']",6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
756,['🔥'],3220,0.12888198757763975,0.27701863354037265,0.08819875776397515,0.184472049689441,0.2953416149068323,0.16273291925465838,0.1186335403726708,0.42080745341614906
757,"['🙏', '🥰']",31,0.16129032258064516,0.45161290322580644,0.0967741935483871,0.12903225806451613,0.6774193548387096,0.16129032258064516,0.3225806451612903,0.7096774193548387
758,"['❤', '💔']",1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
759,"['🇧🇷', '🔥', '⚽']",2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
760,"['❤', '👉', '✅', '📍']",1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
761,"['👉', '📌']",224,0.20089285714285715,0.5982142857142857,0.08482142857142858,0.36607142857142855,0.29464285714285715,0.15625,0.16517857142857142,0.4419642857142857
762,"['‼', '🔥', '👇']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763,"['👉', '⚠', '📌']",1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
764,"['❤', '🤣']",9,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.4444444444444444,0.3333333333333333,0.5555555555555556
765,"['👀', '❗']",1,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
766,"['🙏', '🔥', '✨']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767,"['🔴', '💥']",5,0.2,0.4,0.2,0.6,0.4,0.6,0.0,1.0
768,"['👇', '🔴']",267,0.3970037453183521,0.3445692883895131,0.3895131086142322,0.50187265917603,0.09737827715355805,0.602996254681648,0.1797752808988764,0.2958801498127341
769,"['🎉', '🔥']",4,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.5
770,"['‼', '🔴', '📍']",6,0.0,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.0,0.5,2.3333333333333335
771,"['❗', '📍']",27,0.07407407407407407,2.3333333333333335,0.037037037037037035,0.2222222222222222,0.7037037037037037,0.1111111111111111,0.18518518518518517,1.2962962962962963
772,"['‼', '🔥', '🚨']",1,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
773,"['‼', '⚽', '👉']",2,0.0,1.5,0.0,0.0,0.5,0.0,0.5,1.5
774,"['✨', '⚡', '❗']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,['🤔'],1309,0.08632543926661573,0.24904507257448433,0.11688311688311688,0.14209320091673033,0.3330786860198625,0.1382734912146677,0.08097784568372804,0.46829640947288004
776,"['✨', '📍']",23,0.08695652173913043,0.17391304347826086,0.0,0.08695652173913043,0.21739130434782608,0.17391304347826086,0.08695652173913043,0.17391304347826086
777,"['🔥', '🚨', '📌']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
778,"['➡', '👀', '⚠']",1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
779,"['🤔', '📍']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,"['‼', '📍', '⚠']",2,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0
781,"['🙏', '🥺']",50,0.02,0.82,0.02,0.02,0.82,0.02,0.82,0.84
