,emoji,lit_emoji,emotion,count,english_portion,spanish_portion,arabic_portion,non_english_avg,abs_english_bias,rel_english_bias,non_spanish_avg,abs_spanish_bias,rel_spanish_bias,non_arabic_avg,abs_arabic_bias,rel_arabic_bias
366,:honeybee:,🐝,,1272,0.0003210674786914,0.0004368407417404,0.0001488693154399,0.00029285502859014996,2.821245010125006e-05,1.0963358909596643,0.00023496839706565,0.00020187234467474997,1.859146792486936,0.0003789541102159,-0.00023008479477600003,0.3928425934081709
367,:fallen_leaf:,🍂,,1258,0.0003175337171334,0.0004086574680797,0.0009480469672372,0.00067835221765845,-0.00036081850052504996,0.46809564245174784,0.0006327903421853,-0.0002241328741056,0.6458023152951864,0.00036309559260655,0.00058495137463065,2.611012049007443
368,:cactus:,🌵,,1236,0.0003119806632567,0.0010449490695725,7.546642525271672e-05,0.0005602077474126083,-0.0002482270841559083,0.5569017292203168,0.00019372354425470836,0.0008512255253177916,5.3940220513341295,0.0006784648664145999,-0.0006029984411618833,0.11123114694431398
369,:palm_tree:,🌴,,1225,0.0003092041363183,0.0033613973700669,0.0005701252595263,0.0019657613147966,-0.0016565571784783002,0.15729485263082094,0.0004396646979223,0.0029217326721446,7.645365629652952,0.0018353007531926,-0.0012651754936663,0.31064405031956627
370,:angry_face_with_horns:,👿,Anger,1223,0.0003086993132386,3.035121778841516e-05,4.923005084845192e-05,3.979063431843354e-05,0.00026890867892016645,7.758089774798864,0.00017896468204352595,-0.00014861346425511078,0.16959333786894024,0.00016952526551350757,-0.00012029521466505564,0.29039949118693065
371,:sign_of_the_horns:,🤘,,1212,0.0003059227863003,0.0001929470273692,2.004576920775288e-05,0.00010649639828847645,0.00019942638801182357,2.8726115738827076,0.00016298427775402645,2.996274961517356e-05,1.1838382819991564,0.00024943490683475,-0.00022938913762699713,0.08036473107203536
372,:goblin:,👺,,1211,0.0003056703747604,9.755748574847727e-06,7.841433248915097e-05,4.408504053199935e-05,0.00026158533422840065,6.933653027686968,0.00019204235362477547,-0.00018228660504992776,0.050799984434210424,0.00015771306166762386,-7.929872917847289e-05,0.4971961843871062
373,:magnifying_glass_tilted_right:,🔎,,1195,0.0003016317901228,0.0003858940547384,5.9842516899615206e-05,0.0002228682858190076,7.876350430379239e-05,1.3534083102687684,0.00018073715351120759,0.00020515690122719244,2.13511194152159,0.0003437629224306,-0.0002839204055309848,0.17408077775373348
374,:popcorn:,🍿,,1182,0.0002983504401047,0.0002146264686466,7.192893656899562e-05,0.00014327770260779782,0.00015507273749690217,2.082322892358147,0.0001851396883368478,2.9486780309752206e-05,1.1592677430465541,0.00025648845437565,-0.00018455951780665437,0.280437327068334
375,:unicorn_face:,:unicorn_face:,,1182,0.0002983504401047,0.0001073132343233,3.7438421902714936e-05,7.237582811300747e-05,0.0002259746119916925,4.122238707084031,0.00016789443100370747,-6.058119668040747e-05,0.6391708985328423,0.000202831837214,-0.00016539341531128507,0.18457862639786232
376,:baseball:,⚾,,1178,0.0002973407939453,0.0005203065906585,4.4218608546513705e-06,0.00026236422575657566,3.4976568188724354e-05,1.13331302348048,0.00015088132739997568,0.0003694252632585243,3.4484491860228945,0.0004088236923019,-0.00040440183144724865,0.010816058212658582
377,:ballot_box_with_ballot:,🗳,,1176,0.0002968359708656,0.0015229807497401,2.653116512790822e-06,0.0007628169331264454,-0.0004659809622608454,0.38913133410529066,0.0001497445436891954,0.0013732362060509045,10.170525831653313,0.00090990836030285,-0.0009072552437900591,0.0029158062817532197
378,:large_blue_diamond:,🔷,,1176,0.0002968359708656,0.0003436191442474,0.0004725495300004,0.00040808433712390005,-0.00011124836625830004,0.7273887867337493,0.000384692750433,-4.107360618559996e-05,0.8932301008028651,0.0003202275575565,0.0001523219724439,1.4756679081781547
379,:snowflake:,❄,,1175,0.0002965835593257,0.0003067640940757,0.0003935456160639,0.0003501548550698,-5.357129574409998e-05,0.8470068457756468,0.0003450645876948,-3.830049361910003e-05,0.8890048559460534,0.0003016738267007,9.187178936320001e-05,1.3045401398191194
380,:backhand_index_pointing_up:,👆,,1166,0.0002943118554671,0.000244977686435,0.0004678328784221,0.00035640528242855,-6.209342696145002e-05,0.8257786008716127,0.0003810723669446,-0.00013609468050960002,0.6428639483865138,0.00026964477095105,0.00019818810747104998,1.7349970361822002
381,:frog_face:,:frog_face:,,1158,0.0002922925631483,5.311463112972653e-05,0.0001176214987337,8.536806493171327e-05,0.00020692449821658673,3.423909905678518,0.000204957030941,-0.00015184239981127346,0.25915008080409,0.00017270359713901327,-5.5082098405313275e-05,0.6810599239518076
382,:woman_facepalming_medium_skin_tone:,🤦🏽‍♀️,,1154,0.0002912829169889,8.129790479039775e-05,4.89352601248085e-05,6.511658245760312e-05,0.00022616633453129685,4.473252526398356,0.00017010908855685423,-8.881118376645648e-05,0.4779162917166897,0.00018629041088964886,-0.00013735515076484037,0.2626826571003476
383,:flexed_biceps_medium_skin_tone:,💪🏽,,1153,0.000291030505449,0.0004064895239519,5.748419111046781e-05,0.0002319868575311839,5.90436479178161e-05,1.2545129001968545,0.0001742573482797339,0.0002322321756721661,2.3326966005437297,0.00034876001470045,-0.0002912758235899822,0.1648244887242621
384,:Iraq:,🇮🇶,,1152,0.0002907780939092,3.2519161916159095e-05,0.0142100920425076,0.00712130560221188,-0.00683052750830268,0.04083213249813128,0.0072504350682084,-0.007217915906292241,0.004485132493462169,0.00016164862791267956,0.014048443414594922,87.90728523958585
385,:https:,:https:,,1149,0.0002900208592896,0.0006623069310257,0.0001361933143232,0.00039925012267445,-0.00010922926338484998,0.7264139516021741,0.00021310708680640002,0.0004491998442193,3.1078597195004667,0.00047616389515765,-0.00033997058083444997,0.2860219258709413
386,:raised_fist_dark_skin_tone:,✊🏿,,1149,0.0002900208592896,5.9618463512958346e-05,3.537488683721096e-06,3.157797609833972e-05,0.0002584428831912603,9.184276357244075,0.00014677917398666057,-8.716071047370222e-05,0.40617794673225593,0.00017481966140127917,-0.0001712821727175581,0.020235073420038163
387,:brain:,🧠,,1148,0.0002897684477498,0.0001593438933891,3.272177032442014e-05,9.603283185676006e-05,0.00019373561589303994,3.017389388058562,0.00016124510903711006,-1.9012156480100633e-06,0.9882091577266229,0.00022455617056945,-0.00019183440024502987,0.14571752912173952
388,:backhand_index_pointing_down_dark_skin_tone:,👇🏿,,1147,0.0002895160362099,0.0005170546744669,0.0001320662441922,0.00032456045932955,-3.5044423119649966e-05,0.8920249768192903,0.00021079114020105,0.00030626353426584996,2.4529241313166175,0.00040328535533839995,-0.00027121911114619994,0.32747592354644806
389,:man_tipping_hand:,💁‍♂️,,1147,0.0002895160362099,8.67177651097576e-06,9.728093880233014e-06,9.199935195604386e-06,0.00028031610101429563,31.46935603940201,0.00014962206504506653,-0.00014095028853409076,0.057957872111735656,0.0001490939063604379,-0.00013936581248020488,0.06524809844820302
390,:flamingo:,🦩,,1137,0.0002869919208114,0.0001951149714969,3.832279407364521e-06,9.947362545213225e-05,0.00018751829535926777,2.885105670040181,0.00014541210010938227,4.970287138751772e-05,1.341806984082687,0.00024105344615415,-0.00023722116674678549,0.015898048621606663
391,:Ukraine:,🇺🇦,,1136,0.0002867395092715,0.0001875271670498,0.0001886660631317,0.00018809661509075,9.864289418075003e-05,1.5244267374676483,0.0002377027862016,-5.017561915179999e-05,0.788914467711602,0.00023713333816065003,-4.8467275028950035e-05,0.7956117203726325
392,:cloud:,☁,,1134,0.0002862346861918,0.0034080081688134,0.0001246964761011,0.00176635232245725,-0.00148011763626545,0.1620484670881551,0.00020546558114645,0.00320254258766695,16.58675944553589,0.0018471214275026,-0.0017224249514014999,0.06750854288431694
393,:turtle:,🐢,,1132,0.0002857298631121,0.000202702775944,1.3560373287597536e-05,0.00010813157461579876,0.00017759828849630123,2.6424276547097736,0.00014964511819984876,5.3057657744151235e-05,1.3545565560868718,0.00024421631952804997,-0.00023065594624045244,0.05552607341640013
394,:kissing_face:,😗,,1127,0.0002844678054129,1.1923692702591668e-05,0.0002010472735248,0.00010648548311369583,0.00017798232229920418,2.671423344242805,0.00024275753946884998,-0.00023083384676625832,0.04911770290916829,0.00014819574905774584,5.285152446705415e-05,1.3566332017152534
395,:pistol:,:pistol:,,1115,0.0002814388669346,0.0002167944127743,5.866335400504151e-05,0.00013772888338967076,0.00014370998354492926,2.043426621984122,0.00017005111046982077,4.674330230447924e-05,1.2748779597812439,0.00024911663985445,-0.00019045328584940848,0.2354854900070763
396,:Ecuador:,🇪🇨,,1099,0.000277400282297,0.001007010047337,2.947907236434247e-07,0.0005036524190303217,-0.0002262521367333217,0.5507772261494877,0.0001388475365103217,0.0008681625108266783,7.252631718547923,0.000642205164817,-0.0006419103740933565,0.0004590288895098298
397,:woman_running:,🏃‍♀️,,1096,0.0002766430476775,0.0001365804800478,0.0002019316456957,0.00016925606287175002,0.00010738698480574997,1.634464627049254,0.0002392873466866,-0.00010270686663879999,0.5707802018745376,0.00020661176386265,-4.6801181669499825e-06,0.9773482492988095
398,:cat_face_with_wry_smile:,:cat_face_with_wry_smile:,,1096,0.0002766430476775,4.552682668262274e-05,6.57383313724837e-05,5.5632579027553225e-05,0.00022101046864994676,4.972680621915561,0.00017119068952499184,-0.0001256638628423691,0.2659421888476964,0.00016108493718006137,-9.534660580757766e-05,0.40809732134669513
399,:film_projector:,📽,,1087,0.0002743713438188,0.0016118664589776,8.961637998760111e-05,0.0008507414194826006,-0.0005763700756638006,0.32250850556408284,0.00018199386190320056,0.0014298725970743995,8.85670781487633,0.0009431189013982001,-0.000853502521410599,0.09502129567623162
400,:keycap_0:,0️⃣,,1071,0.0002703327591812,0.0008693455952253,9.19747057767485e-05,0.00048066015050102424,-0.00021032739131982426,0.5624197448018399,0.00018115373247897424,0.0006881918627463258,4.7989383565486365,0.0005698391772032501,-0.00047786447142650156,0.16140467250454243
401,:snake:,🐍,,1071,0.0002703327591812,0.0002211303010298,6.161126124147576e-05,0.00014137078113563787,0.0001289619780455621,1.9122251218363844,0.00016597201021133787,5.515829081846214e-05,1.332334896397454,0.0002457315301055,-0.00018412026886402422,0.2507259089422679
402,:deer:,🦌,,1064,0.0002685658784022,0.0001344125359201,6.485395920155343e-06,7.044896592012767e-05,0.00019811691248207235,3.8122046916442986,0.00013752563716117768,-3.1131012410776776e-06,0.9773634843267137,0.00020148920716115,-0.00019500381124099467,0.03218731172518018
403,:pig_face:,🐷,,1063,0.0002683134668624,8.780173717362956e-05,2.1224932102326576e-05,5.4513334637978065e-05,0.00021380013222442192,4.92197860659716,0.00014476919948236327,-5.6967462308733706e-05,0.6064945961404321,0.00017805760201801478,-0.0001568326699156882,0.11920261680362947
404,:droplet:,💧,,1054,0.0002660417630037,0.0029874270080311,0.0001373724772178,0.0015623997426244501,-0.0012963579796207501,0.17027765414042811,0.00020170712011074998,0.00278571988792035,14.810716678671598,0.0016267343855174,-0.0014893619082996,0.08444677781499481
405,:registered:,®,,1042,0.0002630128245255,0.0009181243380995,9.580698518411302e-05,0.0005069656616418065,-0.00024395283711630653,0.5187981049322629,0.0001794099048548065,0.0007387144332446935,5.117467393132631,0.0005905685813125,-0.0004947615961283869,0.16222838162366898
406,:white_large_square:,⬜,,1042,0.0002630128245255,0.0003761383061635,1.4444745458527809e-05,0.00019529152581101392,6.772129871448606e-05,1.3467702883330475,0.0001387287849920139,0.00023740952117148612,2.71132127470988,0.0003195755653445,-0.0003051308198859722,0.04519978066206809
407,:slightly_frowning_face:,🙁,Sadness,1039,0.0002622555899059,7.91299606626538e-05,0.0001883712724081,0.00013375061653537692,0.00012850497337052306,1.9607804188067695,0.000225313431157,-0.0001461834704943462,0.35119948356525393,0.0001706927752842769,1.767849712382312e-05,1.103569100065195
408,:milky_way:,🌌,,1038,0.0002620031783661,0.0002980923175647,0.0001621348980038,0.00023011360778425,3.188957058185e-05,1.1385818548016902,0.00021206903818495,8.602327937974998e-05,1.405638088973305,0.00028004774796539997,-0.00011791284996159995,0.5789544789477538
409,:radio:,📻,,1033,0.0002607411206668,0.0037299478717834,1.2086419669380413e-05,0.0018710171457263904,-0.0016102760250595904,0.13935795364695694,0.00013641377016809022,0.00359353410161531,27.342898500549662,0.0019953444962251,-0.0019832580765557196,0.006057309748891056
410,:dollar_banknote:,💵,,1029,0.0002597314745074,0.0007468567520077,0.0012749698797578,0.00101091331588275,-0.0007511818413753501,0.2569275430708885,0.0007673506771326,-2.049392512489998e-05,0.9732926213064922,0.00050329411325755,0.00077167576650025,2.533250133814622
411,:bright_button:,🔆,,1025,0.000258721828348,0.0001127330946426,0.0001957410404992,0.0001542370675709,0.00010448476077710002,1.6774296375225772,0.0002272314344236,-0.00011449833978100001,0.49611575497272686,0.0001857274614953,1.0013579003900015e-05,1.053915446446531
412,:kissing_face_with_closed_eyes:,😚,,1024,0.0002584694168081,0.0003392832559919,0.0003522749147538,0.00034577908537285,-8.730966856474999e-05,0.7474987000136087,0.00030537216578095,3.3911090210950005e-05,1.111048399333406,0.0002988763364,5.339857835380004e-05,1.1786644570024918
413,:wolf_face:,:wolf_face:,,1019,0.0002572073591089,0.00042274910491,1.4739536182171234e-05,0.00021874432054608562,3.84630385628144e-05,1.175835598687971,0.00013597344764553564,0.0002867756572644644,3.109056306434545,0.00033997823200945,-0.00032523869582727876,0.04335435270385645
414,:coat:,🧥,,1013,0.0002556928898698,0.0001344125359201,1.4739536182171234e-06,6.794324476915856e-05,0.00018774964510064144,3.763330567130443,0.00012858342174400854,5.829114176091461e-06,1.0453333259998043,0.00019505271289495,-0.00019357875927673287,0.007556693759040173
415,:spider_web:,🕸,,1009,0.0002546832437104,1.9511497149695455e-05,0.0002031108085903,0.00011131115286999773,0.0001433720908404023,2.2880298796999177,0.00022889702615035,-0.00020938552900065454,0.08524137459470275,0.00013709737043004773,6.601343816025227e-05,1.4815076901415467
416,:globe_with_meridians:,🌐,,1008,0.0002544308321705,0.0018167371790494,0.0002502773243732,0.0010335072517113,-0.0007790764195408,0.24618195155303343,0.00025235407827185,0.00156438310077755,7.199159179398356,0.00103558400560995,-0.00078530668123675,0.24167747185877866
417,:heart_decoration:,💟,,1006,0.0002539260090908,4.986271493811062e-05,0.0001795275506988,0.00011469513281845532,0.0001392308762723447,2.2139214005944408,0.0002167267798948,-0.0001668640649566894,0.23007177498929374,0.00015189436201445533,2.7633188684344676e-05,1.181923728556264
418,:direct_hit:,:direct_hit:,,1006,0.0002539260090908,0.0003902299429939,0.0003749738004744,0.00038260187173415,-0.00012867586264335,0.6636820879622876,0.00031444990478260004,7.578003821129997e-05,1.240992403110097,0.00032207797604235,5.289582443204999e-05,1.1642329757595555
419,:Afghanistan:,🇦🇫,,1003,0.0002531687744712,4.33588825548788e-06,1.9456187760466027e-05,1.1896038007976953e-05,0.00024127273646322306,21.28177249445877,0.00013631248111583302,-0.00013197659286034514,0.03180844644595245,0.00012875233136334395,-0.00010929614360287793,0.15111328513003722
420,:raising_hands_medium_skin_tone:,🙌🏽,,1001,0.0002526639513915,0.0003880619988661,1.1496838222093562e-05,0.0001997794185440968,5.288453284740322e-05,1.2647146199183184,0.0001320803948067968,0.0002559816040593032,2.938074189085711,0.0003203629751288,-0.00030886613690670644,0.0358869130163101
421,:monkey_face:,🐵,,988,0.0002493826013735,2.601532953292728e-05,7.369768091085617e-06,1.669254881200645e-05,0.00023269005256149357,14.939755706697506,0.0001283761847322928,-0.00010236085519936552,0.20264918752008346,0.00013769896545321364,-0.00013032919736212802,0.05352086754485939
422,:Spain:,🇪🇸,,974,0.0002458488398155,0.0021939594572768,0.0001992785291829,0.00119661899322985,-0.0009507701534143499,0.2054528978784784,0.0002225636844992,0.0019713957727775996,9.857670456047316,0.00121990414854615,-0.00102062561936325,0.16335589105127232
423,:fearful_face:,😨,Fear,958,0.0002418102551779,0.0001387484241756,0.0002284628108236,0.0001836056174996,5.820463767829999e-05,1.3170090244021362,0.00023513653300074997,-9.638810882514997e-05,0.590075997144848,0.00019027933967675,3.818347114684998e-05,1.200670609913387
424,:red_triangle_pointed_down:,🔻,,953,0.0002405481974787,0.000397817747441,0.0090388731683546,0.0047183454578978,-0.0044777972604191,0.050981472133639245,0.00463971068291665,-0.004241892935475651,0.08574192975130096,0.00031918297245985,0.00871969019589475,28.318782479825423
425,:fox_face:,:fox_face:,,953,0.0002405481974787,9.647351368460532e-05,8.548930985659316e-06,5.251122233513232e-05,0.00018803697514356766,4.580891222518023,0.00012454856423217966,-2.8075050547574337e-05,0.7745855143280682,0.00016851085558165264,-0.00015996192459599332,0.050732227049413416
426,:heart_with_ribbon:,💝,,951,0.000240043374399,0.0012975145604547,0.0006055001463635,0.0009515073534091,-0.0007114639790101001,0.25227695144862794,0.00042277176038125,0.0008747428000734501,3.069066295451282,0.00076877896742685,-0.00016327882106335,0.7876127886148419
427,:man_facepalming_medium_skin_tone:,🤦🏽‍♂️,,950,0.0002397909628591,9.647351368460532e-05,5.129358591395589e-05,7.38835497992806e-05,0.0001659074130598194,3.2455257430177618,0.00014554227438652795,-4.9068760701922635e-05,0.6628556142278847,0.00016813223827185264,-0.00011683865235789676,0.30507882629278626
428,:3rd_place_medal:,🥉,,942,0.0002377716705403,8.888570923750153e-05,3.684884045542808e-05,6.286727484646481e-05,0.0001749043956938352,3.782121479275008,0.00013731025549786405,-4.8424546260362515e-05,0.6473348178926388,0.00016332868988890077,-0.0001264798494334727,0.22561155961327647
429,:diamond_with_a_dot:,💠,,939,0.0002370144359207,0.0002547334350099,0.0004616422732256,0.00035818785411775,-0.00012117341819704999,0.6617042794610907,0.00034932835457315,-9.459491956325002e-05,0.7292091571586363,0.0002458739354653,0.00021576833776029995,1.877556774580326
430,:man_bowing:,🙇‍♂️,,938,0.0002367620243809,0.0003447031163112,2.358325789147397e-05,0.00018414318710133698,5.261883727956303e-05,1.2857495740562264,0.000130172641136187,0.00021453047517501302,2.648045805190129,0.00029073257034605,-0.00026714931245457605,0.08111666974017925
431,:mouth:,👄,,925,0.0002334806743628,0.0001322445917923,2.3288467167830548e-05,7.776652948006528e-05,0.0001557141448827347,3.0023285843384664,0.00012838457076531527,3.8600210269847395e-06,1.0300660819596523,0.00018286263307755002,-0.00015957416590971948,0.1273549810362523
432,:eagle:,🦅,,917,0.000231461382044,0.0005734212217882,0.0007490632287779,0.00066124222528305,-0.0004297808432390499,0.3500402321477899,0.00049026230541095,8.315891637724997e-05,1.1696212730602327,0.0004024413019161,0.00034662192686179996,1.8612980954277474
433,:dress:,👗,,906,0.0002286848551056,5.853449144908637e-05,4.716651578294795e-06,3.162557151369058e-05,0.00019705928359190942,7.231010987630793,0.00011670075334194741,-5.816626189286104e-05,0.5015776657205733,0.0001436096732773432,-0.0001388930216990484,0.03284355065125634
434,:woman_shrugging_medium_skin_tone:,🤷🏽‍♀️,,888,0.0002241414473883,3.035121778841516e-05,1.120204749845014e-05,2.077663264343265e-05,0.00020336481474486737,10.788150863280032,0.00011767174744337508,-8.732052965495992e-05,0.25793122349118247,0.0001272463325883576,-0.00011604428508990745,0.0880343446493567
435,:Indonesia:,🇮🇩,,886,0.0002236366243086,0.0001495881448143,6.780186643798768e-06,7.818416572904938e-05,0.00014545245857955062,2.8603825624183603,0.00011520840547619938,3.4379739338100606e-05,1.298413463809314,0.00018661238456145,-0.00017983219791765123,0.036332993974288484
436,:Italy:,🇮🇹,,884,0.0002231318012289,0.0005040470097004,9.344865939496562e-05,0.0002987478345476828,-7.56160333187828e-05,0.7468901040462143,0.0001582902303119328,0.0003457567793884672,3.184321664749022,0.00036358940546464996,-0.0002701407460696843,0.2570170032197244
437,:magnifying_glass_tilted_left:,🔍,,878,0.0002216173319898,0.0003002602616925,2.62363744042648e-05,0.0001632483180483824,5.836901394141761e-05,1.3575474138981243,0.0001239268531970324,0.00017633340849546758,2.422882966414983,0.00026093879684115,-0.00023470242243688519,0.1005460848362712
438,:artist_palette:,🎨,,866,0.0002185883935116,0.0007089177297722,4.215507348100973e-05,0.00037553640162660485,-0.00015694800811500486,0.5820697875486969,0.00013037173349630485,0.0005785459962758952,5.437664367577754,0.0004637530616419,-0.00042159798816089025,0.09089982787770996
439,:wedding:,💒,,866,0.0002185883935116,1.734355302195152e-05,1.6803071247675208e-05,1.707331213481336e-05,0.00020151508137678664,12.802928440925474,0.0001176957323796376,-0.00010035217935768608,0.14735923445387478,0.00011796597326677575,-0.00010116290201910054,0.14243998317782428
440,:information:,ℹ,,863,0.000217831158892,0.0010037581311454,3.537488683721096e-06,0.0005036478099145606,-0.00028581665102256066,0.43250691178217,0.00011068432378786054,0.0008930738073575395,9.068656669658298,0.0006107946450187,-0.000607257156334979,0.005791617055864647
441,:lollipop:,🍭,,860,0.0002170739242724,9.430556955686138e-05,0.0003584655199504,0.00022638554475363067,-9.311620481230678e-06,0.9588683080831673,0.0002877697221114,-0.0001934641525545386,0.32771192488539247,0.00015568974691463068,0.0002027757730357693,2.302434984026002
442,:lion_face:,:lion_face:,,860,0.0002170739242724,0.0008487501260117,4.097591058643603e-05,0.00044486301829906803,-0.00022778909402666804,0.4879567762282899,0.00012902491742941801,0.0007197252085822819,6.57818770917642,0.00053291202514205,-0.0004919361145556139,0.07689057227694145
443,:no_one_under_eighteen:,🔞,,853,0.0002153070434935,7.045818415167805e-05,0.0003782164984345,0.00022433734129308902,-9.030297799589011e-06,0.959746791383289,0.000296761770964,-0.00022630358681232195,0.2374233848342457,0.00014288261382258902,0.000235333884611911,2.647043529761533
444,:deciduous_tree:,🌳,,851,0.0002148022204138,0.0016433016488299,0.0002228617870744,0.00093308171795215,-0.00071827949753835,0.23020729726141245,0.0002188320037441,0.0014244696450858,7.509421020298113,0.0009290519346218499,-0.0007061901475474499,0.23988087077727357
445,:keycap_digit_two:,:keycap_digit_two:,,848,0.0002140449857942,0.0011316668346823,0.0002841782575922,0.0007079225461372499,-0.0004938775603430499,0.3023565034933943,0.0002491116216932,0.0008825552129891,4.542810275130536,0.00067285591023825,-0.00038867765264605,0.4223463794671522
446,:firecracker:,🧨,,834,0.0002105112242363,6.82902400239341e-05,0.0001524068041236,0.00011034852207376705,0.00010016270216253295,1.907694097575453,0.00018145901417995,-0.00011316877415601589,0.3763397499570441,0.00013940073213011706,1.3006071993482956e-05,1.0932998829686422
447,:VS_button:,🆚,,831,0.0002097539896167,0.0039770935023462,0.0001435630824143,0.0020603282923802504,-0.0018505743027635504,0.10180610070367765,0.0001766585360155,0.0038004349663307005,22.51288611379215,0.0020934237459814503,-0.0019498606635671503,0.06857812838412893
448,:elephant:,🐘,,831,0.0002097539896167,0.0001354965079839,1.0612466051163288e-05,7.305448701753165e-05,0.00013669950259916834,2.871199267559885,0.00011018322783393164,2.5313280149968375e-05,1.2297380522208026,0.0001726252488003,-0.00016201278274913673,0.0614769051741685
449,:label:,🏷,,829,0.000209249166537,4.010696636326289e-05,3.419572394263726e-05,3.7151345152950075e-05,0.00017209782138404993,5.632344284588688,0.00012172244523981864,-8.161547887655576e-05,0.3294952404566289,0.00012467806645013145,-9.048234250749419e-05,0.2742721708498328
450,:keycap_3:,3️⃣,,823,0.0002077346972979,0.0005094668700198,0.000338124960019,0.0004237959150194,-0.0002160612177215,0.4901762615819234,0.00027292982865845,0.00023653704136135,1.8666588130876574,0.00035860078365885,-2.0475823639850004e-05,0.9429007838997658
451,:musical_score:,🎼,,820,0.0002069774626784,0.0003826421385468,0.000240549230493,0.0003115956845199,-0.00010461822184149998,0.6642500938268978,0.0002237633465857,0.0001588787919611,1.7100304602400571,0.0002948098006126,-5.4260570119600034e-05,0.8159471971187888
452,:clipboard:,📋,,812,0.0002049581703596,0.0005571616408301,3.950195696821891e-05,0.00029833179889915943,-9.337362853955943e-05,0.6870141604612484,0.00012223006366390946,0.0004349315771661905,4.558302794982603,0.00038105990559485,-0.00034155794862663106,0.10366337782652507
453,:place_of_worship:,🛐,,809,0.00020420093574,0.0001224888432175,1.9161397036822604e-05,7.08251201271613e-05,0.0001333758156128387,2.883171046845699,0.0001116811663884113,1.08076768290887e-05,1.0967725998804592,0.00016334488947874999,-0.0001441834924419274,0.11730637608540159
454,:clinking_glasses:,🥂,,807,0.0002036961126603,0.0004812835963591,0.0002263992757581,0.0003538414360586,-0.00015014532339830002,0.5756706024292918,0.0002150476942092,0.0002662359021499,2.2380318846427794,0.0003424898545097,-0.00011609057875160001,0.6610393644571095
455,:woman_gesturing_NO:,🙅‍♀️,,803,0.0002026864665009,1.734355302195152e-05,7.369768091085617e-06,1.2356660556518568e-05,0.00019032980594438142,16.40301322301646,0.00010502811729599281,-8.76845642740413e-05,0.16513247565005373,0.00011001500976142575,-0.00010264524167034014,0.06698875096286777
456,:chipmunk:,🐿,,801,0.0002021816434212,4.4442854618750766e-05,1.5329117629458083e-05,2.9885986124104425e-05,0.0001722956572970956,6.7650986178478885,0.00010875538052532905,-6.431252590657829e-05,0.40864970913692,0.0001233122490199754,-0.00010798313139051731,0.12431139445826597
457,:Palestinian_Territories:,🇵🇸,,798,0.0002014244088016,0.000202702775944,0.0007281330873992,0.0004654179316716,-0.00026399352287,0.43278179695002716,0.0004647787481004,-0.0002620759721564,0.4361274623086097,0.0002020635923728,0.0005260694950264,3.603484818065695
458,:keycap_digit_zero:,:keycap_digit_zero:,,792,0.0001999099395625,0.0004661079874649,5.689460966318096e-05,0.0002615012985640405,-6.159135900154049e-05,0.7644701600345704,0.00012840227461284048,0.0003377057128520595,3.6300602062565663,0.0003330089635137,-0.00027611435385051903,0.17085008482313813
459,:woman_detective:,🕵️‍♀️,,779,0.0001966285895445,6.503832383231819e-05,2.5057211509691096e-05,4.504776767100464e-05,0.00015158082187349538,4.3648908638609765,0.00011084290052709555,-4.5804576694777365e-05,0.5867612947968605,0.0001308334566884091,-0.00010577624517871801,0.19151990739927444
460,:house_with_garden:,🏡,,778,0.0001963761780046,0.0021961274014046,4.009153841550576e-05,0.0011181094699100529,-0.0009217332919054528,0.1756323359110782,0.00011823385821005289,0.002077893543194547,18.574437429784165,0.0011962517897046,-0.0011561602512890944,0.03351429754216367
461,:rat:,🐀,,775,0.0001956189433851,7.262612827942199e-05,2.004576920775288e-05,4.633594874358743e-05,0.00014928299464151256,4.221753275574664,0.00010783235629642644,-3.520622801700445e-05,0.6735096104157822,0.000134122535832261,-0.00011407676662450811,0.14945862068118754
462,:kissing_face_with_smiling_eyes:,😙,,766,0.0001933472395264,2.3847385405183337e-05,0.0001078934048534,6.587039512929166e-05,0.00012747684439710834,2.935267644089494,0.0001506203221899,-0.00012677293678471665,0.15832780768531943,0.00010859731246579168,-7.039076123916793e-07,0.9935181857045181
463,:alien:,👽,,757,0.0001910755356677,0.0001745195022833,6.102167979418891e-05,0.00011777059103874445,7.330494462895554e-05,1.6224384541369883,0.00012604860773094445,4.847089455235556e-05,1.3845412926402054,0.0001827975189755,-0.0001217758391813111,0.33382115980670135
464,:Cuba:,🇨🇺,,756,0.0001908231241279,0.001049284957828,1.4739536182171234e-06,0.0005253794557231085,-0.0003345563315952085,0.3632100990040802,9.614853887305856e-05,0.0009531364189549414,10.913165921463799,0.00062005404097795,-0.0006185800873597328,0.002377137347403465
465,:Portugal:,🇵🇹,,754,0.0001903183010482,0.0002395578261157,3.124781670620301e-05,0.0001354028214109515,5.491547963724848e-05,1.4055711621442393,0.0001107830588772015,0.0001287747672384985,2.1624048707775807,0.00021493806358195,-0.00018369024687574698,0.14538056305829272
466,:downwards_button:,🔽,,748,0.0001888038318091,0.0006221999646625,6.57383313724837e-05,0.00034396914801749183,-0.00015516531620839182,0.5488975767079517,0.00012727108159079186,0.0004949288830717082,4.888777221702472,0.0004055018982358,-0.00033976356686331625,0.1621159645823822
