,emoji,lit_emoji,emotion,count,english_portion,spanish_portion,arabic_portion,non_english_avg,abs_english_bias,rel_english_bias,non_spanish_avg,abs_spanish_bias,rel_spanish_bias,non_arabic_avg,abs_arabic_bias,rel_arabic_bias
53,:pensive_face:,😔,Sadness,13912,0.0035115493424174,0.0012238044601114,0.0032309063311319,0.00222735539562165,0.0012841939467957502,1.5765554744070533,0.00337122783677465,-0.00214742337666325,0.3630144621973247,0.0023676769012644,0.0008632294298675002,1.3645892010884229
54,:trophy:,🏆,,13591,0.003430525238125,0.0086360054328679,0.0012366470856841,0.0049363262592759995,-0.0015058010211509995,0.6949551261281801,0.00233358616190455,0.00630241927096335,3.7007441910007075,0.0060332653354964495,-0.0047966182498123495,0.2049714403257456
55,:flexed_biceps:,💪,,13204,0.0033328419722024,0.005257264509779,0.0025971062752985,0.0039271853925387495,-0.0005943434203363493,0.8486591894883443,0.0029649741237504504,0.002292290386028549,1.773123234926917,0.0042950532409907,-0.0016979469656921995,0.6046738258125643
56,:face_with_steam_from_nose:,😤,Anger,13159,0.003321483452909,0.0008520020422033,0.000274450163712,0.00056322610295765,0.00275825734995135,5.897247012286908,0.0017979668083105,-0.0009459647661071999,0.473869727886636,0.0020867427475561497,-0.0018122925838441497,0.13152084224728575
57,:bomb:,💣,Anger,13099,0.0033063387605179,0.0010395292092532,0.0005382878613728,0.000788908535313,0.0025174302252049,4.1910292670443825,0.0019223133109453501,-0.0008827841016921501,0.5407699168154764,0.00217293398488555,-0.00163464612351275,0.24772398292677633
58,:thumbs_up:,👍,Trust,13015,0.0032851361911704,0.0047553854442063,0.0035324772414191,0.0041439313428127,-0.0008587951516423002,0.7927583541817583,0.00340880671629475,0.0013465787279115502,1.395029357773395,0.0040202608176883505,-0.0004877835762692505,0.8786686739021758
59,:rabbit_face:,🐰,,12820,0.0032359159408993,0.0005614975290856,1.7687443418605482e-05,0.00028959248625210274,0.0029463234546471973,11.174032803055173,0.0016268016921589528,-0.0010653041630733528,0.3451542568414889,0.0018987067349924502,-0.0018810192915738448,0.009315521503469999
60,:partying_face:,🥳,Joy,12673,0.0031988114445411,0.0020107681784825,0.0062516268763061,0.0041311975273943,-0.0009323860828531999,0.7743060997034217,0.0047252191604236,-0.0027144509819411,0.42553966497973855,0.0026047898115118,0.0036468370647943,2.400050418147829
61,:beaming_face_with_smiling_eyes:,😁,Joy,12570,0.0031728130559364,0.0019684932679914,0.0048139325170971,0.00339121289254425,-0.00021839983660785003,0.9355983114218477,0.00399337278651675,-0.0020248795185253505,0.49294002168739,0.0025706531619638998,0.0022432793551332006,1.8726495617243846
62,:smiling_face_with_smiling_eyes:,😊,Joy,12465,0.0031463098442519,0.0030351217788415,0.0021905898673942,0.00261285582311785,0.0005334540211340503,1.2041651194123273,0.0026684498558230503,0.0003666719230184497,1.1374100855664586,0.0030907158115467,-0.0009001259441525,0.7087645713689716
63,:smiling_face_with_horns:,😈,,11051,0.0027893999269016,0.0005907647748102,0.0001677359217531,0.00037925034828164997,0.00241014957861995,7.355035900534109,0.00147856792432735,-0.00088780314951715,0.39955200237348487,0.0016900823508559,-0.0015223464291028,0.09924718855750096
64,:winking_face:,😉,Joy,10954,0.0027649160075359,0.0025299907970771,0.0026448623725288,0.00258742658480295,0.00017748942273295007,1.0685968922849522,0.00270488919003235,-0.0001748983929552501,0.9353399046438725,0.0026474534023065,-2.5910297776999755e-06,0.9990213124146236
65,:camera_with_flash:,📸,,10684,0.002696764891776,0.0085319441147362,0.0009772312488779,0.004754587681807049,-0.002057822790031049,0.5671921672819074,0.00183699807032695,0.006694946044409249,4.644503580353614,0.0056143545032561,-0.004637123254378201,0.17405941294072988
66,:handshake:,🤝,Trust,10329,0.0026071587951286,0.0014709500906742,0.0011146037260957,0.00129277690838495,0.0013143818867436502,2.016712070132573,0.0018608812606121501,-0.00038993116993795004,0.7904588658119543,0.0020390544429014002,-0.0009244507168057001,0.5466277420772121
67,:United_States:,🇺🇸,,9852,0.0024867584906193,0.0072756204927086,0.0005822116791957,0.00392891608595215,-0.0014421575953328502,0.632937542115168,0.0015344850849075,0.0057411354078011,4.741408413980889,0.00488118949166395,-0.0042989778124682505,0.1192765984991969
68,:loudspeaker:,📢,,9748,0.0024605076904747,0.0076073159442534,0.0007378611812794,0.0041725885627664,-0.0017120808722917002,0.589683754691452,0.00159918443587705,0.0060081315083763505,4.756997237833469,0.00503391181736405,-0.00429605063608465,0.14657809036984135
69,:heavy_check_mark:,:heavy_check_mark:,,9637,0.0024324900095512,0.0029310604607098,0.0017905588554101,0.00236080965805995,7.168035149124992e-05,1.0303626136255961,0.00211152443248065,0.00081953602822915,1.3881252878832886,0.0026817752351305,-0.0008912163797204001,0.6676767060692795
70,:cherry_blossom:,🌸,,9630,0.0024307231287722,0.0033039468506817,0.0055830415150828,0.00444349418288225,-0.00201277105411005,0.5470296637578861,0.0040068823219275,-0.0007029354712458002,0.8245679771030423,0.0028673349897269497,0.00271570652535585,1.947118678175256
71,:down_arrow:,⬇,,9614,0.0024266845441346,0.0059423348541461,0.0007735308588403,0.0033579328564932,-0.0009312483123585999,0.7226721461812868,0.00160010770148745,0.00434222715265865,3.7137093013314932,0.00418450969914035,-0.0034109788403000503,0.184855793021393
72,:raising_hands:,🙌,,9486,0.0023943758670336,0.0046350645451165,0.0004858151125643,0.0025604398288404003,-0.00016606396180680015,0.9351424079815189,0.00144009548979895,0.0031949690553175498,3.218581391268433,0.00351472020607505,-0.00302890509351075,0.1382229833614034
73,:sparkling_heart:,💖,Joy,9480,0.0023928613977945,0.0013365375547541,0.0089645859059965,0.0051505617303753,-0.0027577003325808,0.46458260730721157,0.0056787236518955,-0.0043421860971414004,0.23535879480734676,0.0018646994762743,0.0070998864297222,4.807523153225682
74,:face_with_open_mouth:,😮,Surprise,9450,0.0023852890515989,0.0003403672280557,0.0001078934048534,0.00022413031645455,0.00216115873514435,10.642420397789419,0.00124659122822615,-0.00090622400017045,0.2730383628160364,0.0013628281398273,-0.0012549347349739002,0.07916875334484393
75,:beer_mug:,🍺,,9333,0.0023557569014363,0.0002482296026266,1.7392652694962055e-05,0.00013281112766078102,0.002222945773775519,17.737647009919577,0.001186574777065631,-0.000938345174439031,0.20919844869824844,0.00130199325203145,-0.0012846005993364879,0.013358481442069664
76,:hundred_points:,💯,Trust,9221,0.0023274868089729,0.0021560204350413,0.0023418175086233,0.0022489189718323003,7.856783714059977e-05,1.0349358238890158,0.0023346521587981,-0.0001786317237568,0.923486793060958,0.0022417536220071003,0.00010006388661619979,1.0446364335642782
77,:dizzy:,💫,,8997,0.0022709466240461,0.0009007807850776,0.002084170416159,0.0014924756006183,0.0007784710234278003,1.5215971524796095,0.00217755852010255,-0.00127677773502495,0.41366547753452737,0.0015858637045618501,0.0004983067115971497,1.314217867628684
78,:anguished_face:,😧,Fear,8937,0.002255801931655,3.685505017164697e-05,4.009153841550576e-05,3.847329429357636e-05,0.002217328637361424,58.63292897254283,0.0011479467350352529,-0.001111091684863606,0.03210519185850132,0.0011463284909133235,-0.0011062369524978178,0.034973865461167514
79,:baby_angel:,👼,,8911,0.0022492392316188,9.755748574847728e-05,9.728093880233014e-06,5.3642789814355145e-05,0.002195596441804445,41.929945094259246,0.0011294836627495166,-0.0010319261770010393,0.08637352532483014,0.0011733983586836388,-0.0011636702648034057,0.008290529646851003
80,:repeat_button:,🔁,,8744,0.0022070865044636,0.0009571473323989,0.0001963306219465,0.0005767389771727,0.0016303475272908998,3.826837775527533,0.00120170856320505,-0.00024456123080615004,0.7964887342119904,0.0015821169184312498,-0.00138578629648475,0.12409362396628178
81,:frowning_face_with_open_mouth:,😦,Surprise,8732,0.0022040575659854,5.419860319359849e-06,6.102167979418891e-05,3.322077005677438e-05,0.0021708367959286257,66.34576989692474,0.0011325396228897945,-0.0011271197625704347,0.004785581192762601,0.00110473871315238,-0.0010437170333581912,0.055236300735821135
82,:relieved_face:,😌,Surprise,8722,0.0022015334505869,0.0004791156522314,0.0020269810157721,0.00125304833400175,0.0009484851165851502,1.756942163241267,0.0021142572331795,-0.0016351415809481,0.22661180707462342,0.00134032455140915,0.0006866564643629499,1.5123061154412443
83,:small_blue_diamond:,🔹,,8683,0.0021916894005326,0.0012628274544108,0.0036789882310699,0.00247090784274035,-0.00027921844220775037,0.8869976300297447,0.00293533881580125,-0.00167251136139045,0.4302152268122718,0.0017272584274717,0.0019517298035982,2.129958188396321
84,:egg:,🥚,,8661,0.0021861363466559,0.0002135424965827,6.013730762325864e-05,0.00013683990210297932,0.002049296444552921,15.975868975781026,0.0011231368271395793,-0.0009095943305568793,0.19013043773709482,0.0011998394216193,-0.0011397021139960414,0.05012112999429331
85,:musical_notes:,🎶,,8578,0.0021651861888482,0.0023435476020911,0.0005412357686093,0.0014423916853502,0.0007227945034979999,1.5011083402928185,0.00135321097872875,0.00099033662336235,1.7318419957638123,0.00225436689546965,-0.00171313112686035,0.24008326670204444
86,:face_with_hand_over_mouth:,🤭,,8556,0.0021596331349715,0.0005029630376365,0.0013542685844178,0.00092861581102715,0.00123101732394435,2.325647602944334,0.0017569508596946498,-0.0012539878220581499,0.2862704069730856,0.0013312980863039998,2.2970498113800185e-05,1.017254211021644
87,:face_blowing_a_kiss:,😘,,8503,0.0021462553233593,0.0014384309287581,0.0040510141243079,0.002744722526533,-0.0005984672031737002,0.7819571204781655,0.0030986347238336,-0.0016602037950755,0.46421442246619105,0.0017923431260587,0.0022586709982492003,2.260177789291908
88,:white_heart:,🤍,,8490,0.0021429739733413,0.0011696058569178,0.0129536939783393,0.00706164991762855,-0.00491867594428725,0.3034664700655333,0.0075483339758403,-0.0063787281189225005,0.15494887489892714,0.00165628991512955,0.01129740406320975,7.820909769486884
89,:folded_hands_light_skin_tone:,🙏🏻,Trust,8360,0.0021101604731605,0.0023186162446221,0.0036197352956176,0.00296917577011985,-0.0008590152969593498,0.7106889711265979,0.0028649478843890503,-0.0005463316397669505,0.8093048593505373,0.0022143883588913,0.0014053469367263003,1.634643390841311
90,:crying_face:,😢,Sadness,8284,0.0020909771961318,0.0019370580781392,0.0027032309358102,0.0023201445069747,-0.0002291673108429002,0.9012271390191476,0.002397104065971,-0.00046004598783180015,0.8080825966788187,0.0020140176371355,0.0006892132986747001,1.3422081743310628
91,:small_orange_diamond:,🔸,,8062,0.0020349418342847,0.0012216365159837,0.00599869643542,0.00361016647570185,-0.00157522464141715,0.5636698052515954,0.00401681913485235,-0.00279518261886865,0.30413032675134494,0.0016282891751341999,0.0043704072602858,3.684048587331302
92,:four_leaf_clover:,🍀,,8057,0.0020336797765854,0.0018405845644546,0.0017230517796958,0.0017818181720752001,0.00025186160451020007,1.1413509012633252,0.0018783657781406,-3.778121368600007e-05,0.9798861254151469,0.00193713217052,-0.0002140803908242,0.8894859142385041
93,:1st_place_medal:,🥇,,8035,0.0020281267227087,0.000617864076407,0.000629083404255,0.000623473740331,0.0014046529823777002,3.2529465020162274,0.00132860506348185,-0.0007107409870748501,0.4650472088280134,0.00132299539955785,-0.0006939119953028499,0.47549931350119745
94,:smirking_face:,😏,,7680,0.0019385206260613,0.0006503832383231,0.0018887241663834,0.0012695537023532499,0.0006689669237080502,1.5269307808468837,0.0019136223962223499,-0.0012632391578992499,0.3398702061634577,0.0012944519321922,0.0005942722341911999,1.4590917742188996
95,:airplane:,✈,,7479,0.0018877859065511,0.0017126758609177,0.0009453938507244,0.00132903485582105,0.0005587510507300498,1.4204186581584162,0.00141658987863775,0.00029608598227995006,1.2090131990528397,0.0018002308837344,-0.00085483703301,0.5251514454430837
96,:sunflower:,🌻,,7358,0.0018572441102291,0.0006558030986425,0.0011729722893771,0.0009143876940097999,0.0009428564162193001,2.0311341921987798,0.0015151081998031,-0.0008593051011606001,0.4328424192593814,0.0012565236044358,-8.355131505870012e-05,0.9335059725390388
97,:green_heart:,💚,Joy,7283,0.0018383132447402,0.0027522050701709,0.007106519974872,0.00492936252252145,-0.0030910492777812505,0.372931233266218,0.0044724166098061005,-0.0017202115396352004,0.6153731439366559,0.00229525915745555,0.00481126081741645,3.09617323681656
98,:money_bag:,💰,,7282,0.0018380608332003,0.001515392945293,0.0040309683551001,0.00277318065019655,-0.0009351198169962498,0.6627988093996066,0.0029345145941502,-0.0014191216488572,0.5164032744338215,0.0016767268892466502,0.0023542414658534495,2.4040697271284324
99,:black_heart:,🖤,,7146,0.0018037328637805,0.0016476375370853,0.0044902523025366,0.00306894491981095,-0.0012652120560304502,0.5877371249437776,0.00314699258315855,-0.00149935504607325,0.5235593963274014,0.0017256852004329001,0.0027645671021037,2.6020112482915128
100,:yellow_heart:,💛,Joy,7132,0.0018001991022226,0.006315221244118,0.0080589888029639,0.00718710502354095,-0.00538690592131835,0.2504762482704999,0.00492959395259325,0.00138562729152475,1.281083453292503,0.0040577101731703,0.0040012786297936,1.9860927614421977
101,:smiling_face:,☺,,7103,0.0017928791675669,0.0009257121425466,0.0010983902362954,0.001012051189421,0.0007808279781459,1.771530122495697,0.00144563470193115,-0.00051992255938455,0.6403499731363589,0.0013592956550567501,-0.0002609054187613501,0.8080583736211109
102,:woozy_face:,🥴,Disgust,7017,0.0017711717751396,0.0001896951111775,0.000409169524417,0.00029943231779724997,0.00147173945734235,5.91509890505168,0.0010901706497783,-0.0009004755386008001,0.1740049699705976,0.00098043344315855,-0.00057126391874155,0.417335340070434
